11187,General Roberto Fierro Villalobos International
11188,Cube Cove Airport
11189,Cue Airport
11190,Teniente Alejandro Velasco Astete International
11191,Civic Arena H/P
11192,Courchevel Airport
11193,Cincinnati/Northern Kentucky International
11194,Cuernavaca Airport
11195,Cape Vogel Airport
11196,Ciudad Victoria International
11197,Clovis Municipal
11198,Corvallis Municipal
11199,Carnarvon Airport
11200,Cannon AFB
11201,Coventry Airport
11202,Charlevoix Municipal
11203,Central Wisconsin
11204,Afonso Pena
11207,Clinton Municipal
11208,Cardiff Airport
11209,Center Island Airport
11210,Cowra Airport
11211,Caicara Venez.
11212,Cox's Bazar Airport
11213,Chitina Airport
11214,Coldfoot Airport
11215,Coal Harbour Seaplane Base
11216,Christmas Island Airport
11217,Campo Dos Bugres
11218,Calexico International
11219,Lone Star Executive
11220,Tunggul Wulung
11222,Charters Towers Airport
11223,Cat Cay Airport
11224,Cayes
11225,Gerrard Smith International
11226,Caye Chapel Airport
11227,Chefornak Airport
11229,Chiayi Airport
11230,Chatham Airport
11231,Calbayog Airport
11232,Colonia International
11233,Cheyenne Regional/Jerry Olson Field
11234,Yakataga
11235,Cauayan Airport
11236,Chichen Itza Airport
11237,Cruz Alta Airport
11238,Copper Center 2
11240,Jose Leonardo Chirinos
11241,Cape Romanzof AFS
11242,Corozal Municipal
11243,Constantine/Ain El Bey
11244,Cozumel International
11245,Chisana Airport
11246,Chistochina Airport
11247,Cape Pole Airport
11248,Cruzeiro Do Sul Airport
11249,Las Brujas
11250,Rudniki
11251,Benniu Danyang
11252,Daytona Beach Regional
11253,Zia International
11254,Danang Airport
11255,Daet Airport
11256,Daup Airport
11257,Barstow-Daggett
11258,Dakhla
11259,Dallas Love Field
11260,Damascus International
11261,Danville Regional
11262,Dar Es Salaam Airport
11263,Datong Airport
11264,Daru Airport
11265,Enrique Malek International
11266,Daxian Airport
11267,James M Cox/Dayton International
11269,Al Alamain International
11271,Debre Marcos
11272,W H Bud Barron
11273,Dubbo Airport
11274,Dubuque Regional
11275,Debre Tabor
11276,Dubrovnik Airport
11277,Dalby Airport
11278,Ronald Reagan Washington National
11279,Canefield
11280,Dahl Creek Airport
11281,RAF Finningley
11282,Pryor Field Regional
11283,Dodge City Regional
11284,Dorado Airport
11285,Zweibrucken Airport
11286,Dera Ghazi Khan International
11287,Debrecen Airport
11288,Decatur Airport
11289,Decorah Municipal
11290,Delhi Airport
11291,Dembi Dollo Airport
11292,Stapleton International
11294,Desroches Airport
11295,Detroit City
11296,Al Jafrah/Deir Ezzor
11297,Defiance Memorial
11298,Dallas Fort Worth Regional
11299,Danger Bay Airport
11301,Durango International
11302,Dumaguete Airport
11303,Converse County
11304,Dhahran Airport
11306,Dhangadhi Airport
11307,Dhala Airport
11308,Dothan Regional
11309,Dalhart Municipal
11311,Dibrugarh (Mohanbari)
11312,Arrachart
11313,Zhongdian
11314,Longvic
11315,Dickinson Municipal
11316,Presidente Nicolau Lobato International
11317,Diomede Heliport
11318,Aba Tenna Dejazmatch Yilma
11319,Dolisie Airport
11320,Diu Airport
11321,Divo Airport
11322,Diyarbakir Airport
11323,Paalmerah
11324,Zarzis
11325,Tiska
11326,Djapura
11327,Delta Junction Airport
11328,Daloa Airport
11329,Kolding Vamdrup Airport
11330,Kyboola
11331,Chautauqua County/Dunkirk
11332,Dakar/Yoff
11333,Douala Airport
11334,Dalian Airport
11335,Laughlin AFB
11336,Dillingham Airport
11337,Duluth International
11338,Dalat/Lien Khuong
11339,Dillon County
11340,Dalaman Airport
11341,Dolomi Airport
11342,The Dalles Municipal
11343,Dali City Airport
11344,Davis Monthan AFB
11345,Domodedovo
11348,Deming Municipal
11349,Sedalia Memorial
11350,Manipur Road
11351,Kadena AB
11352,Dunbar Airport
11353,Duncan Canal Airport
11354,Dundee Airport
11355,Dallas North
11357,Dnipropetrovsk International
11358,Daniel Field
11359,Dalton Municipal
11360,Dianopolis Airport
11361,Deniliquin Airport
11362,Dinard/Pleurtuit/St Malo
11363,Vermillon County
11365,Cardak
11366,Dodoma Airport
11367,Dora Bay Airport
11368,Dongola Airport
11369,Doha International
11370,Donetsk International
11371,St Gatien
11372,Melville Hall
11373,Dos Lagunas Airport
11374,Dourados Airport
11375,Dover AFB
11376,Du Page County
11377,Michael AAF
11378,Dipolog Airport
11379,Devonport Airport
11380,Bali International
11381,Badami
11382,Montijo Airport
11383,Sebastian Municipal
11384,Allen H Tigert
11385,Holtville Airport
11387,Springfield Robertson County
11388,Alpine Air Strip
11389,Colusa Airport
11390,Weydahl Field
11391,Wheeler-Sack AAF
11392,Lake Hood Strip
11394,New Smyrna Beach Municipal
11395,Delhi Municipal
11396,Marshall Field
11397,Cozad Municipal
11398,Grand Canyon West
11399,Bar Ten Airstrip
11400,Boscombe Down
11401,Neets Bay
11402,Glacier Point
11403,Hualapai
11404,Tsui River Airport
11405,Cape Canaveral AFS
11406,Platinum Mine
11407,Desert Rock
11408,Derby Airport
11409,Drummond Island Airport
11410,Drift River Airport
11411,Deering Airport
11412,Dirranbandi Airport
11413,La Plata County
11414,Klotzsche
11415,Del Rio International
11416,Drummond Airport
11417,Darwin International
11418,Doncaster Sheffield
11419,La Desirade Airport
11420,Dessie/Combolcha
11421,Destin-Ft. Walton Beach
11422,D. I. Khan
11423,Des Moines Municipal
11424,Delta Airport
11425,Furnace Creek
11427,Detroit Lakes-Wething Field
11428,Dortmund Airport
11429,Shreveport Downtown
11430,Denton Municipal
11431,Decatur
11432,Detroit Metropolitan Area
11433,Detroit Metro Wayne County
11434,Eaker Field
11435,Dublin Airport
11436,Halliburton Field
11437,Dunedin Airport
11438,Dundo Airport
11439,Pine Island
11440,Bisbee Douglas International
11441,DuBois Jefferson County
11442,Duncan
11443,Louis Botha
11444,Dusseldorf International
11445,Unalaska Airport
11446,Diavik Airport
11447,Devils Lake Regional
11448,Davenport Municipal
11449,Francisco Bangoy International
11450,Phoenix - Deer Valley
11452,Yolo County
11453,David Wayne Hooks Memorial
11454,Walt Disney World
11455,Dubai International
11456,Danbury Municipal
11457,Dayong Airport
11458,Ugolny
11459,Dyess AFB
11460,Dushanbe Airport
11461,Dzaoudzi-Pamandzi
11462,Durazno Airport
11463,Eagle Airport
11464,Eagle Creek Strip
11466,Nejran Airport
11467,Phifer Field
11468,Kearney Regional
11469,San Sebastian Airport
11470,Pangborn Memorial
11471,Eau Claire Municipal
11472,Marina Di Campo
11473,Entebbe International
11474,El Obeid Airport
11475,Esbjerg Airport
11476,Erbil International
11477,Boutheon
11478,Iosco County
11479,Elizabeth
11480,Ercan Airport
11481,Northwest Florida Beaches International
11482,Mondell Field
11483,Edwards County
11484,Edna Bay Airport
11486,Northeastern Regional
11487,Elmendorf AFB
11488,Edinburgh Airport
11489,Eldoret Airport
11490,Edwards AFB
11491,Needles Airport
11492,Eek Airport
11493,Dillant Hopkins
11494,Eight Fathom Bight Airport
11495,Ellington Field
11496,Newport Airport
11497,Argostolion
11498,Cairo West
11499,Jiyanklis New Airbase
11500,Beni Suef Airport
11501,Chenega Airport
11502,Roumaniere
11503,Eagle County Regional
11504,Duke Field (Eglin Af Aux Nr 3)
11505,Geneina Airport
11506,Eagle Pass Airport
11507,Egilsstadir Airport
11508,Wellington Municipal
11510,Eagle River Union
11511,Egegik Airport
11512,Cape Newenham AFS
11513,Eagle Harbor Airport
11514,Rentschler
11515,Eia Airport
11516,Eisenach Kindel
11517,Eielson AFB
11518,Eindhoven Airport
11519,Beef Island
11520,Yariguies
11521,Wedjh Airport
11522,Eureka Airport
11523,Elkhart Municipal
11524,Elkins-Randolph County-Jennings Randolph Field
11525,Elko Regional
11526,Addington Field
11527,Bessemer Airport
11528,Eagle Lake Airport
11529,Las Flores
11530,Elcho Island Airport
11531,El Dorado Airport
11532,El Fasher Airport
11533,El Golea Airport
11534,No Eleuth
11535,Elim Airport
11536,El Recreo Airport
11537,Elmira/Corning Regional
11538,Bowers Field
11540,El Paso International
11541,Gassim Airport
11543,Ben Schoeman
11544,El Tor Airport
11545,Elfin Cove Seaplane Base
11546,Ellamar Seaplane Base
11547,Ely Airport/Yelland Field
11548,East Midlands
11549,Emerald Airport
11550,Emmonak Airport
11551,Kemmerer Municipal
11552,Nema Airport
11553,Emporia Municipal
11554,El Monte Airport
11555,Kenai Municipal
11556,Essey
11557,Vance AFB
11558,Centralia Municipal
11559,Nenana Municipal
11560,Coronel Enrique Soto Cano AB
11561,Twenthe
11562,Enugu Airport
11563,Wendover Airport
11564,Kenosha Regional
11565,Enrique Olaya Herrera
11566,Keokuk Municipal
11567,Ephrata
11569,Mirecourt
11570,Epena Airport
11571,Esperance Airport
11572,Esquel Airport
11573,Erigavo Airport
11574,Erzincan Airport
11575,Berdyansk Airport
11576,Erfurt Airport
11577,Erie International
11578,Erechim Airport
11579,Eirunepe Airport
11580,Eros
11581,Erdenet Airport
11582,Kerrville Municipal/Louis Schreiner Field
11583,Erzurum Airport
11584,Getafe Airbase
11585,Esa'ala Airport
11586,Esenboga
11587,Delta County
11588,Orcas Island
11589,Ensenada Airport
11590,Esler Regional
11591,General Rivadeneira
11592,Easton Municipal
11593,Stroudsburg Pocono
11594,Ricardo Garcia Posada
11595,Essen Airport
11596,Eilat Airport
11597,Eastland Municipal
11598,Enterprise Municipal
11599,Metz Nancy Lorraine
11600,Eua Airport
11601,Eureka Airport
11602,Weedon Field
11603,Mahlon Sweet Field
11604,El Aaiun Airport
11605,F.D. Roosevelt
11606,Eva Creek Airport
11607,Harstad/Narvik Evenes
11608,Sveg Airport
11609,Eveleth Virginia Municipal
11610,Zvartnots
11612,Evansville Dress Regional
11613,Evanston-Uinta County Burns Field
11614,Fauville
11615,New Bedford Regional
11616,Newton City County
11617,Craven County Regional
11618,Newark Liberty International
11619,Excursion
11620,Exeter Airport
11621,George Town Airport
11622,Yelimane Airport
11623,El Yopal Airport
11624,Key West International
11625,Ministro Pistarini International
11626,Elazig Airport
11627,French Valley
11628,Farnborough Airport
11629,Vagar
11630,Fairbanks International
11631,Fajardo Airport
11632,False Island Airport
11633,Falcon State Park
11634,Farmington Regional
11635,Lista
11636,Faro Airport
11637,Hector Field
11638,Fresno Air Terminal
11639,Fairmount Island Airport
11640,Fakarava Airport
11641,Fayetteville Regional/Grannis Field
11642,Simmons AFB
11643,Ft. Wainwright AAF
11644,Lubumbashi International
11645,Fort Bridger Airport
11646,Friday Harbor Seaplane Base
11647,Fornebu
11648,Glacier Park International
11649,Chandler Downtown
11650,Flying Cloud
11651,Leonardo Da Vinci International
11652,Butts AAF
11653,Forde Airport
11654,Le Lamentin
11655,Friedrichshafen Airport
11656,Frederick Municipal
11657,Frederick Municipal
11658,Bandundu Airport
11659,Findlay Airport
11660,Fergana Airport
11661,Fernando de Noronha Airport
11662,Albertus
11663,Fremont Municipal
11664,Francis E. Warren AFB Heliport
11665,Saiss
11666,RAF Fairford
11667,Fergus Falls Municipal-Einar Mickelson Field
11668,Wright-Patterson AFB
11669,Capital City
11670,Fderik Airport
11671,Fagali I
11673,Libby AAF/Sierra Vista Municipal
11674,Fire Cove Airport
11675,Elizabeth Field
11676,N'Djili International
11677,Socorro Municipal
11678,Finschhafen Airport
11679,Fitzroy Crossing Airport
11680,Fujairah International
11681,Baden Baden
11682,Kisangani Simisimi
11683,Fukui Airport
11684,Venango Regional
11685,Fukushima Airport
11686,Zephyrhills Municipal
11687,Valkaria Airport
11688,Vosikas
11689,Flagler County
11690,Williston Municipal
11691,Gustavo Artunduaga Paredes
11692,Floriano Airport
11693,Fond Du Lac County
11694,Flensburg Schaferhaus
11695,Flagstaff Pulliam
11696,Falls Bay Airport
11697,Fort Lauderdale-Hollywood International
11698,Hercilio Luz
11699,Florence Regional
11700,Firenze/Peretola
11701,Flinders Island Airport
11702,Flat Airport
11703,Flushing
11704,Sherman AAF
11705,Flores
11706,Fallon Municipal
11707,Formosa Airport
11708,Five Mile Camp Airport
11709,Otis AFB
11710,Kalemie Airport
11711,Four Corners Regional
11712,Munster/Osnabruck International
11713,Fort Madison Municipal
11714,Page Field
11715,Freetown Lungi
11716,Funchal Airport
11717,Garons
11718,Pyongyang International
11719,Fort Collins-Loveland Municipal
11720,Funter Bay
11721,Bishop International
11723,Fort Bragg Airport
11724,Changle
11725,Fort Dodge Regional
11726,Forbes AFB
11727,Foggia Airport
11728,Suffolk County
11730,Pinto Martins International
11731,Bah Freeport International
11732,St. Lucie County International
11733,Perry-Foley
11734,Patching Lake Airport
11735,San Nicolas Island NOLF
11736,Lilly Lake
11737,Trident Volcano
11738,Annex Creek Airport
11739,Davidson Creek Airport
11740,Snettisham Airport
11741,Fire Island Airport
11742,Georgetown Scott County - Marshall Field
11743,Greens Creek Airport
11744,Gull Cove Airport
11745,Flora Municipal
11747,Karta Lake Airport
11748,Manzanita Lake Airport
11749,Shrimp Bay Airport
11750,Dry Bay Airport
11751,Josephine Lake Airport
11754,Libby Airport
11755,Volcano Bay Airport
11756,Fort Glenn Airport
11757,Babe Islands Airport
11758,Kahli Cove Airport
11760,Frankfurt International
11761,Franca Airport
11762,Friday Harbor Airport
11763,Rhein Main AFB
11764,Republic
11765,Forli Airport
11766,Fairmont Municipal
11767,Floro Airport
11768,Fresh Water Bay Airport
11769,Front Royal-Warren County
11770,Flores Airport
11771,Manas International
11772,Francistown Airport
11773,Eastern Slopes Regional
11774,Sud Corse
11775,Joe Foss Field
11776,Henry Post AAF
11777,Fort Scott Municipal
11778,Fort Smith Regional
11779,St. Pierre Airport
11780,Fort Stockton Pecos County
11781,Shizuoka Airport
11782,Fort Collins Airpark
11783,El Calafate Airport
11784,Front Range
11785,Godman AAF
11786,Marshall Field
11787,Fort Dauphin Airport
11788,Fort Victoria Airport
11789,Meacham Field
11790,Fulton County Airport-Brown Field
11791,Fuerteventura Airport
11792,Fukue Airport
11793,Fukuoka Airport
11794,Fullerton Municipal
11795,Funafuti International
11796,Pointe Vele
11797,Osprey Lodge Airport
11798,Baledogle Airport
11799,Baikonour Airport
11800,Sonora Municipal
11801,Fallbrook Community Airpark
11802,Hagadera
11803,Wickenburg Municipal
11804,Othello Municipal
11805,Byerley
11806,Amberley Airport
11809,Harnett County
11810,Big Sky Field
11811,Aurora State
11812,Gansner Field
11813,Donlin Creek Airport
11814,Three Forks Airport
11815,Rexburg-Madison County
11816,Latacunga Airport
11817,Las Palmas Airport
11818,Kern Valley
11819,Golden Creek Mine Airport
11820,Grace Harbor Airport
11821,Unuk River Airport
11822,Inigok
11823,Fort Wayne Municipal
11824,Carswell AFB
11825,Farewell Airport
11826,Fort Worth Spinks
11827,Fort Lauderdale Executive
11828,Flaxman AFS
11829,Nova Freixo Airport
11830,Frankfort Municipal
11831,Forest City Municipal
11832,Faya-Largeau Airport
11833,Fort Yukon Airport
11834,Drake Field
11835,Bristol/Filton
11836,Barwick Lafayette
11837,West Georgia Regional - O V Gray Field
11838,Newnan Coweta County
11839,Gracias Airport
11840,Gadsen Municipal
11841,Matmata
11842,Montgomery County Airpark
11843,Yamagata Airport
11844,Galena Airport
11845,Gambell Airport
11846,Gan International
11847,Los Canos
11848,Gao Airport
11849,Garaina Airport
11850,Tallard
11851,Guwahati International
11852,Gangaw Airport
11853,Gaya Airport
11854,Wattisham
11855,Goose Bay AAF
11856,Great Bend Municipal
11857,Gaborone Airport
11858,Galesburg Municipal
11859,Galbraith Lake Airport
11860,Marie Galante Airport
11861,Gbangbatok Airport
11862,Great Barrington Airport
11863,Khashm El Girba Airport
11864,Guacamayas Airport
11865,Gillette Campbell County
11866,Guernsey Airport
11867,Garden City Municipal
11868,Owen Roberts International
11869,Grand Canyon National Park
11870,Municipal
11871,Donaldson Center
11872,Gode Airport
11873,Golden Horn Lodge Seaplane Base
11874,Don Miguel Hidalgo International
11875,Gardner Municipal
11876,Gdansk Airport
11877,Gondar Airport
11878,Grand Turk International
11879,Dawson Community
11880,Gladwin Zettel Memorial
11881,Sokol
11882,Magenta
11883,Sussex County
11884,Spokane International
11885,Ganes Creek Airport
11886,Santo Angelo Airport
11887,Gardermoen
11888,Chedi Jagan International
11889,Rafael Cabrera
11890,General Santos Airport
11891,Geraldton Airport
11892,Gallivare Airport
11893,South Big Horn County
11894,Shelbyville Municipal
11895,Malmstrom AFB Heliport
11896,Togiak Fish Airport
11897,Griffith Airport
11898,Grand Forks International
11899,Warren County
11900,Grafton Airport
11901,Bartica Airport
11902,Granville Mont Saint Michel
11903,Grootfontein Airport
11904,Georgetown County
11905,East Texas Regional
11906,Gagnoa Airport
11907,Exuma International
11908,Wokal Field/Glasgow International
11909,Ghardaia Airport
11910,Eleuthera Nalf
11911,Gt.Harbour
11912,Ghat Airport
11913,Gualeguaychu Airport
11914,Gibraltar Airport
11915,Galeao-Antonio Carlos Jobim
11916,Gilgit Airport
11917,Gisborne Airport
11918,Gizan Saudia Arabia
11919,Guanaja
11920,Guajara Mirim
11921,Walker Field
11922,Goroka Airport
11923,Bonnie Doon
11924,Gulkana Airport
11926,Station Nord Airport
11927,Hyde Fjord Ice Strip
11928,Glasgow Airport
11929,Renner Field
11930,Golfito Airport
11931,Greenville Municipal
11932,Glen Innes Airport
11933,Galcaio Airport
11934,Glenormiston Airport
11935,Goulimime Airport
11936,Gloucestershire
11937,Glennallen Airport
11938,Gaylord Regional
11939,Scholes Field
11940,Gladstone Airport
11941,Golovin Airport
11942,Glasgow Municipal
11943,Gemena Airport
11944,Guerima Airport
11945,Gimpo International
11946,Granite Mountain AFS
11947,Greenville Downtown
11948,Hrodna Airport
11949,Saint Greirs
11950,Maurice Bishop International
11951,General Roca Airport
11952,Goodnews
11953,Gainesville Regional
11954,Genova/Sestri
11955,Goba Airport
11956,Nuuk Airport
11957,Goa Airport
11958,Strigino
11959,Gold Beach Municipal
11960,Goma Airport
11961,Trumbull
11962,Goondiwindi Airport
11963,Gorakhpur Airport
11964,Gore Airport
11965,Gosford Airport
11966,Landvetter
11967,Garoua Airport
11968,Gove Airport
11969,Gorna Oryahovitsa Airport
11970,Guapi Airport
11971,Grand Prairie Municipal
11972,Baltra
11973,Gulfport-Biloxi International
11974,Grand Rapids/Itasca County-Gordon Newstrom Field
11975,Horning
11976,Gamarra East
11977,Austin Straubel International
11978,Greenwood County
11979,Gray AAF
11980,Grand Island Air Park
11981,George Airport
11982,Robert Gray AAF
11983,Gerona Costa Brava
11984,Gurupi Airport
11985,Eelde
11986,Kent County
11987,Grosseto Airport
11988,Guarulhos Gov Andre Franco Montouro
11989,Graciosa Island Airport
11990,Granada Airport
11991,Graz Airport
11992,Seymour Johnson AFB
11993,Gothenburg City
11994,Goshen Municipal
11995,Piedmont Triad International
11996,Greenville-Spartanburg
11997,Gustavus Airport
11999,Greater Southwest International
12000,San Jose Airport
12001,Genting Airport
12002,Groote Eylandt
12003,Great Falls International
12004,Sungei Tekai Airport
12005,Glentanner
12006,Jalaluddin
12007,Golden Triangle Regional
12008,Georgetown Municipal
12009,Holesov
12010,La Aurora
12011,Guerrero Negro Airport
12012,Gunnison-Crested Butte Regional
12013,Goundam Airport
12014,Gunnedah Airport
12015,Guiria New
12016,Agana Field
12017,Gualaco Airport
12018,Gallup Municipal
12019,Guanare Airport
12020,Gurney
12021,Grissom ARB
12022,Gutersloh Airport
12023,Atyrau Airport
12024,Guymon Municipal
12025,Guiratinga Airport
12026,Geneva Cointrin
12027,Gordonsville Municipal
12028,Gainesville Municipal
12029,Genesee County
12030,Governador Valadares Airport
12031,Majors
12032,Richards/Gebaur AFB
12033,Sandviken
12034,Gwadar International
12035,Thornhill
12038,Gwalior Airport
12039,Greenwood/Leflore
12040,Gwinner Municipal
12041,Glenwood Springs Municipal
12042,Westerland/Sylt
12044,Carnmore
12045,Sayun International
12046,Mildenhall NAF
12047,Teniente Vidal
12048,Yagoua Airport
12049,Guayaramerin Airport
12050,Baku Metropolitan Area
12051,Simon Bolivar International
12052,Guaymas International
12053,Santa Genoveva
12054,Phoenix Goodyear
12055,Gary/Chicago International
12056,Gizo Airport
12057,Gaziantep Airport
12058,Marion County
12059,Hachijo Jima Island Airport
12060,Halmstad Airport
12061,Havasupai Airport
12062,Half Moon Bay Airport
12063,Prince Said Ibrahim International
12064,Hannover Airport
12065,Meilan
12066,Hamburg Airport
12067,Noibai
12068,Hamilton/Fairfield
12069,Long Island Airport
12070,Capital City
12071,Hail Airport
12072,Haugesund/Karmoy
12073,Jose Marti International
12074,Haycock Airport
12075,Hobart Airport
12076,Hanus Bay Airport
12077,Borg El Arab International
12078,Hattiesburg Municipal
12079,Hobart Bay Airport
12080,Harbour Island Airport
12081,Babelegi Heliport
12082,Al Batin
12083,Jim Hogg County
12084,Hood Bay Airport
12085,Howard County
12086,Shoal Cove Airport
12087,Holy Cross Airport
12088,Hidden Falls Airport
12089,Heidelberg Airport
12090,Hyderabad Airport
12091,Heringsdorf Airport
12092,Dillingham AFB
12093,Hamadan Airport
12094,Yampa Valley
12095,Hoedspruit Airport
12096,Hat Yai International
12097,Herat Airport
12098,Herendeen Bay
12099,Heho Airport
12100,Heide-Busum
12101,Helsinki Vantaa
12102,Nikos Kazantzakis
12103,Hermiston Municipal
12104,Baita International
12105,Herrera International
12106,Hardy-Anders Field Natchez-Adams County
12107,Haifa Airport
12108,Hartford Brainard
12109,Luogang
12110,Mackall AAF
12111,Hornafjordur
12112,Hammerfest Airport
12113,Hargeisa International
12114,Hughenden Airport
12115,Xiaoshan
12116,Helgoland Dune
12117,Mae Hong Son Airport
12118,Korhogo Airport
12119,Hagerstown Regional-Richard A. Henson Field
12120,Hastings
12121,Mount Hagen Airport
12122,Hogatza Airport
12123,Hachinohe AB
12124,Hilton Head Airport
12125,Frankfurt Hahn
12126,Kai Tak Heliport
12127,Jack Northrop Field/Hawthorne Municipal
12128,Hiawatha Municipal
12129,Chisholm/Hibbing
12130,Whitefield Regional
12131,Hill AFB
12132,Lake Havasu City Municipal
12133,Hiroshima Airport
12134,Hickam AFB
12135,Sacheon
12136,Portland Hillsboro
12137,Henderson International
12138,Hayman Island Airport
12139,Khajuraho Airport
12140,Blytheville Municipal
12141,Healy River
12142,Hakodate Airport
12143,Kai Tak
12144,Hokitika Airport
12145,Hoskins Airport
12146,Kaanapali Airport
12147,Hawkins Field
12148,Phuket International
12149,Hickory Regional
12150,Lanseria International
12151,Hailar Airport
12152,Hultsfred Airport
12153,Wheeling Ohio County
12154,Hollister Municipal
12155,Park Township
12156,Helena Regional
12157,Holbrook Municipal
12158,Halim Perdanakusuma International
12159,Hamilton Airport
12160,Hamilton Airport
12162,Hassi Messaoud/Oued Irara
12163,Holloman AFB
12164,General Ignacio P. Garcia International
12165,Homeshore Airport
12166,Hemet-Ryan
12167,Hanamaki Airport
12168,Billy Mitchell
12169,Haneda
12170,Hienghene/Henri Martinet
12171,Hoonah Airport
12173,Honolulu International
12174,Hana Airport
12175,Haines Municipal
12177,Lea County Hobbs
12178,Hodeidah International
12179,Al Ahsa
12180,Frank Pais International
12181,Hao
12182,Hooker Creek Airport
12183,Holikachuk Airport
12184,Homer Airport
12185,W W Howes Municipal
12187,Campbell AAF
12188,Hof/Pirk
12189,Horta Airport
12190,Memorial Field
12191,William P Hobby
12192,Orsta/Volda Hovden
12193,Howard AFB
12194,Lifuka Airport
12195,Hooper Bay Airport
12196,Hai Phong Airport
12197,Westchester County
12198,Hampton Municipal
12199,Princeville
12200,Bowerman
12201,Taiping
12203,Salisbury Airport
12204,Hurghada International
12205,Kharkov Airport
12206,Valley International
12207,Boone County
12209,Linton-On-Ouse
12210,Shaoguan Airport
12211,Henderson Sky Harbor
12212,Hastings Municipal
12213,Huesca Airport
12214,Huslia Airport
12215,Ingalls Field
12216,Homestead AFB
12217,Huntsville International-Carl T Jones Field
12218,Kadala
12219,Hatfield Airport
12220,Hawthorne Municipal
12221,Hamilton Island Airport
12222,East Hampton Airport
12223,Tri-State/Milton J. Ferguson Field
12224,Hato Corozal Airport
12225,Redstone AAF
12226,Humacao Airport
12227,Humera Airport
12228,Hulman Field
12229,Huehuetenango Airport
12230,Huahine Airport
12231,Hue/Phu Bai
12232,Houlton International
12233,Houma Terrebonne
12234,Hualien Airport
12235,Hughes Airport
12236,Hutchinson Municipal
12237,Alferez FAP David Figueroa Fernandini
12238,Hudiksvall Airport
12239,Bahias de Huatulco International
12240,Humberside Airport
12241,Analalava Airport
12242,Hervey Bay Airport
12243,Hopkinsville-Christian County
12244,Tweed New Haven
12245,Havre City-County
12246,Hartsville Regional
12247,Hayward Air Terminal
12248,Hawk Inlet Airport
12250,Barnstable Municipal-Boardman/Polando Field
12251,Hyderabad Airport
12252,Hydaburg Seaplane Base
12253,Hollis Seaplane Base
12254,Hayward Municipal
12255,Hays Municipal
12257,Liping
12258,Husavik Airport
12259,Hazleton Municipal
12260,Shenandoah Municipal
12261,Webster City Municipal
12262,Red Oak Municipal
12263,McConnell AFB
12264,Washington Dulles International
12265,Niagara Falls International
12266,Houston Intercontinental
12267,Zarzaitine/In Amenas
12268,Bob Baker Memorial
12269,Yaroslavl Airport
12270,Iasi Airport
12271,Ibadan Airport
12272,Perales
12273,Itambacuri Airport
12274,Ibiza Airport
12275,Cicia Airport
12276,Nieuw
12277,Incheon International
12278,Wichita Mid-Continent
12279,Icy Bay Airport
12280,Fanning Field
12281,Indiana County/Jimmy Stewart Field
12282,Santa Isabel Do Morro Airport
12283,Independence Municipal
12284,Indore Airport
12285,Casement
12286,Zielona Gora Airport
12287,Kiev Airport
12288,Isafjordur Airport
12289,Innisfail Airport
12290,Shahid Beheshti International
12291,Ivano - Frankovska International
12293,Great Inagua
12294,Igiugig Airport
12295,Ingham Airport
12296,Cigli
12297,Kingman Airport
12298,Maria Cristina
12299,Chigorodo Airport
12300,Iguazu Airport
12302,Cataratas International
12303,Horace Williams
12304,Ihu Airport
12305,Rantoul National Aviation Center
12306,Lewis University
12307,De Kalb Taylor Municipal
12308,Logan County
12309,Ijui Airport
12310,Jacksonville Municipal
12311,Imam Khomeini International
12312,Wilkes County
12313,Iki Airport
12314,Greater Kankakee
12315,Nikolski AFS
12316,Irkutsk Airport
12317,Ankeny Regional
12318,Nevatim AB
12319,Killeen Municipal
12320,Greater Wilmington
12321,Iliamna Roadhouse
12322,Willmar Municipal
12323,Wilmington International
12324,Wilmington Air Park
12325,Iloilo Airport
12326,Isle Des Pins
12327,Ilo Airport
12328,Ilorin Airport
12329,Islay/Port Ellen
12330,Zilina Airport
12331,Imphal Airport
12332,Imperial Municipal
12333,Immokalee Regional
12334,Imperatriz Airport
12335,Ford
12336,De Kalb County
12337,Indianapolis Executive
12338,Hedong
12339,Indianapolis Muni/Weir Cook
12340,In Guezzam Airport
12341,Lago Argentino Airport
12342,Inhambane Airport
12343,Falls International
12344,Innsbruck Airport
12345,Inongo Airport
12347,Creech AFB
12348,Smith Reynolds
12349,Nauru Island
12350,Inverness/Dalcross
12351,Winslow Municipal
12352,Ioannina Airport
12353,Isle of Man/Ronaldsway
12354,Impfondo Airport
12355,Inishmore Airport
12356,Ilheus Airport
12357,Ile Ouen Airport
12358,Iowa City Municipal
12359,Mataveri International
12360,Ipil Airport
12361,Ipoh Sultan Azlan Shah
12362,San Luis
12363,Imperial County
12364,Usiminas
12365,Williamsport Regional
12366,Al Taqaddum AB
12367,Al Asad AB
12368,Diego Aracena International
12369,Coronel Francisco Secada Vignetta International
12370,Circle City
12371,Ishurdi Airport
12372,Iron Range Airport
12373,Iringa Airport
12374,Capitan Vicente A Almonacid
12375,Clarence Cannon Memorial
12376,Birao Airport
12377,Isiro Airport
12378,Sturgis Airport
12379,Roy E. Ray
12380,Mount Isa Airport
12381,Islamabad International
12382,St. Mary's
12383,Ishigaki Airport
12384,Ischia Airport
12385,Isisford Airport
12386,Isla Mujeres Airport
12387,Isabel Pass Airport
12388,Kissimmee Gateway
